N.ordine;Larghezza (w);Altezza (h);PESO (p);due date;retinatura r;Spessore;Nome ordine;;
644;25;29;0.5;7;5.55556E-05;1.7;fatigati;;
645;48;108.9;1;7;5.55556E-05;1.7;8oz taddia;;
646;48;108.9;1;7;3.88889E-05;1.7;8oz taddia;;
647;48;108.9;1;7;3.88889E-05;1.7;8oz taddia;;
648;42;78;1;7;4.44444E-05;1.7;gasparini;;
649;42;78;1;7;4.44444E-05;1.7;gasparini;;
650;50;75;0.75;6;4.44444E-05;2.84;agrimurra;;
651;22;101;0.75;6;4.44444E-05;2.84;caldarelli;;
652;22;101;0.75;6;4.44444E-05;2.84;caldarelli;;
653;63;29;0.75;6;4.44444E-05;2.84;ichetti;;
654;25;99;0.75;6;4.44444E-05;2.84;le bufaline;;
655;8;48;0.75;6;4.44444E-05;2.84;le bufaline;;
656;10;53;0.75;6;5.55556E-05;2.84;le bufaline;;
657;10;53;0.75;6;4.44444E-05;2.84;le bufaline;;
658;23;45;0.75;6;4.44444E-05;2.84;maison dreux;;
659;28;59;0.75;6;6.94444E-05;2.84;ottica moderna;;
660;31;28;0.75;6;6.94444E-05;2.84;pinzino;;
661;27;105;0.75;6;6.94444E-05;2.84;tassone;;
662;27;105;0.75;6;6.94444E-05;2.84;tassone;;
663;26;53;0.75;6;5.55556E-05;2.84;tempio azienda agricola;;
664;28;52;0.5;6;5.55556E-05;2.84;terra grease;;
665;10;52;0.5;6;5.55556E-05;2.84;terra grease;;
666;37;107;0.5;6;5.55556E-05;2.84;treville;;
667;49;124;1;8;5.55556E-05;1.14;b10220024 50w cocacola belgio;;
668;49;124;1;8;5.55556E-05;1.14;b10220024 50w cocacola belgio;;
669;49;124;1;8;6.94444E-05;1.14;b10220024 50w cocacola belgio;;
670;48;123;1;8;6.94444E-05;1.14;dw1030058 12oz lavazza expo;;
671;48;123;1;8;5.55556E-05;1.14;dw1030058 12oz lavazza expo;;
672;48;123;1;8;5.55556E-05;1.14;dw1030058 12oz lavazza expo;;
673;48;123;1;8;5.55556E-05;1.14;dw1030058 12oz lavazza expo;;
674;48;123;1;8;4.44444E-05;1.14;dw1030058 12oz lavazza expo;;
675;48;123;1;8;5.55556E-05;1.14;dw1030058 12oz lavazza expo;;
676;48;123;1;8;4.44444E-05;1.14;dw1030058 12oz lavazza expo;;
677;48;123;1;8;4.44444E-05;1.14;dw1030058 12oz lavazza expo;;
678;41;87;1;8;5.55556E-05;1.14;bitb41194 10bp edenbar;;
679;41;87;1;8;5.55556E-05;1.14;bitb41194 10bp edenbar;;
680;47;95;1;8;5.55556E-05;1.14;bith60108 70oz buondi;;
681;47;95;1;8;4.44444E-05;1.14;bith60108 70oz buondi;;
682;47;95;1;8;5.55556E-05;1.14;bith60108 70oz buondi;;
683;47;95;1;8;4.44444E-05;1.14;bith60108 70oz buondi;;
684;49;109;1;8;4.44444E-05;1.14;b10200028 27wc buondi;;
685;49;109;1;8;4.44444E-05;1.14;b10200028 27wc buondi;;
686;49;109;1;8;4.44444E-05;1.14;b10200028 27wc buondi;;
687;49;109;1;8;4.44444E-05;1.14;b10200028 27wc buondi;;
688;41;87;1;8;4.44444E-05;1.14;bitb40668 4oz amici;;
689;41;87;1;8;4.44444E-05;1.14;bitb40668 4oz amici;;
690;49;124;1;9;4.44444E-05;1.14;bit220294 50w friend and drgs;;
691;49;124;1;9;4.44444E-05;1.14;bit220294 50w friend and drgs;;
692;49;124;1;9;6.94444E-05;1.14;bit220294 50w friend and drgs;;
693;44;89;1;9;6.94444E-05;1.14;bit840249 8bch serapide;;
694;14;33;0.75;9;6.94444E-05;1.14;abd;;
695;14;33;0.75;9;6.94444E-05;1.14;abd;;
696;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
697;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
698;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
699;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
700;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
701;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
702;14;33;0.75;9;5.55556E-05;1.14;masseria torricella;;
703;14;35;0.75;9;5.55556E-05;1.14;ciro lungo fronte;;
704;14;35;0.75;9;5.55556E-05;1.14;ciro lungo fronte;;
705;14;35;0.75;9;6.94444E-05;1.14;ciro lungo fronte;;
706;14;35;0.75;9;6.94444E-05;1.14;ciro lungo fronte;;
707;14;35;0.75;9;6.94444E-05;1.14;ciro lungo fronte;;
708;14;35;0.75;9;5.55556E-05;1.14;ciro lungo fronte;;
709;16;35;0.75;9;5.55556E-05;1.14;ciro lungo retro;;
710;16;35;0.75;9;5.55556E-05;1.14;ciro lungo retro;;
711;16;35;0.75;9;5.55556E-05;1.14;ciro lungo retro;;
712;16;35;0.75;9;5.55556E-05;1.14;ciro lungo retro;;
713;16;35;0.75;9;5.55556E-05;1.14;ciro lungo retro;;
714;14;35;0.75;9;5.55556E-05;1.14;ciro lungo;;
715;14;35;0.75;9;5.55556E-05;1.14;ciro lungo;;
716;11;35;0.75;9;5.55556E-05;1.14;tortora franco;;
717;9;33;0.75;9;5.55556E-05;1.14;vineria del convento;;
718;19;29;0.25;24;5.55556E-05;1.14;codici 01;;
719;19;29;0.25;24;5.55556E-05;1.14;codici 01;;
720;19;29;0.25;24;5.55556E-05;1.14;codici 01;;
721;19;29;0.25;24;4.44444E-05;1.14;codici 01;;
722;19;29;0.25;24;4.44444E-05;1.14;codici 01;;
723;19;29;0.25;24;4.44444E-05;1.14;codici 01;;
724;19;29;0.25;24;5.55556E-05;1.14;codici 01;;
725;25;32;0.25;24;5.55556E-05;1.14;codici 02;;
726;25;32;0.25;24;5.55556E-05;1.14;codici 02;;
727;25;32;0.25;24;5.55556E-05;1.14;codici 02;;
728;25;32;0.25;24;5.55556E-05;1.14;codici 02;;
729;25;32;0.25;24;6.94444E-05;1.14;codici 02;;
730;29;37;0.25;24;8.33333E-05;1.14;codici 03;;
731;28;35;0.25;24;8.33333E-05;1.14;codici 04;;
732;16;31;0.75;5;6.94444E-05;2.84;ronantonio fronte;;
733;16;31;0.75;5;5.55556E-05;2.84;ronantonio fronte;;
734;16;31;0.75;5;5.55556E-05;2.84;ronantonio fronte;;
735;16;31;0.75;5;5.55556E-05;2.84;ronantonio fronte;;
736;12;31;0.75;5;5.55556E-05;2.84;ronantonio fronte;;
737;27;19;0.75;5;6.94444E-05;2.84;pascale;;
738;27;19;0.75;5;5.55556E-05;2.84;pascale;;
739;33;57;0.75;5;5.55556E-05;2.84;ortofrutta retro;;
740;33;57;0.75;5;5.55556E-05;2.84;ortofrutta retro;;
741;25;36;0.75;5;5.55556E-05;2.84;de rosa;;
742;25;36;0.75;5;6.94444E-05;2.84;de rosa;;
743;25;36;0.75;5;6.94444E-05;2.84;de rosa;;
744;25;36;0.75;5;6.94444E-05;2.84;de rosa;;
745;22;23;0.75;5;5.55556E-05;2.84;casari doc;;
746;22;23;0.75;5;3.88889E-05;2.84;casari doc;;
747;27;23;0.75;5;3.88889E-05;2.84;casari doc;;
748;27;23;0.75;5;4.44444E-05;2.84;casari doc;;
749;27;23;0.75;5;4.44444E-05;2.84;casari doc;;
750;27;23;0.75;5;5.55556E-05;2.84;casari doc;;
751;16;20;0.75;5;6.94444E-05;2.84;barbarossa sacc;;
752;14;12;0.75;5;5.55556E-05;2.84;barbarossa carta;;
753;14;12;0.75;5;5.55556E-05;2.84;barbarossa carta;;
754;14;12;0.75;5;6.94444E-05;2.84;barbarossa carta;;
755;11;12;0.75;5;5.55556E-05;2.84;barbarossa carta;;
756;11;12;0.75;5;5.55556E-05;2.84;barbarossa carta;;
757;11;12;0.75;5;4.44444E-05;2.84;barbarossa carta;;
758;24;27;0.75;5;6.94444E-05;2.84;imballaggi plas;;
759;31;27;0.75;5;3.88889E-05;2.84;fa.ma;;
760;31;27;0.75;5;3.88889E-05;2.84;fa.ma;;
761;19;20;0.25;4;6.94444E-05;2.84;sveva shop;;
762;30;32;0.25;4;5.55556E-05;2.84;sveva shop;;
763;30;32;0.25;4;6.94444E-05;2.84;sveva shop;;
764;31;32;0.25;4;5.55556E-05;2.84;sveva shop;;
765;31;32;0.25;4;6.94444E-05;2.84;sveva shop;;
766;49;106;1;23;5.55556E-05;1.14;bitc10362 25bp caronte ligabue;;
767;49;106;1;23;6.94444E-05;1.14;bitc10362 25bp caronte ligabue;;
768;49;106;1;23;6.94444E-05;1.14;bitc10362 25bp caronte ligabue;;
769;49;106;1;23;6.94444E-05;1.14;bitc10362 25bp caronte ligabue;;
770;49;106;1;23;6.94444E-05;1.14;bitc10362 25bp caronte ligabue;;
771;41;87;1;23;5.55556E-05;1.14;bitb41199 10bp tirrenia ligabue;;
772;41;87;1;23;6.94444E-05;1.14;bitb41199 10bp tirrenia ligabue;;
773;41;87;1;23;6.94444E-05;1.14;bitb41199 10bp tirrenia ligabue;;
774;41;87;1;23;3.88889E-05;1.14;bitb41199 10bp tirrenia ligabue;;
775;49;109;1;23;6.94444E-05;1.14;bit660993 27wc torreman;;
776;49;109;1;23;5.55556E-05;1.14;bit660993 27wc torreman;;
777;43;108;1;23;5.55556E-05;1.14;bit011048 37wnr fiesta del vino ;;
778;40;124;1;23;5.55556E-05;1.14;bi1760001 carte dor 70w ;;
779;40;124;1;23;5.55556E-05;1.14;bi1760001 carte dor 70w ;;
780;56;124;1;23;5.55556E-05;1.14;bi170006fj 64w lipton;;
781;56;124;1;23;5.55556E-05;1.14;bi170006fj 64w lipton;;
782;56;124;1;23;6.94444E-05;1.14;bi170006fj 64w lipton;;
783;56;124;1;23;6.94444E-05;1.14;bi170006fj 64w lipton;;
784;56;124;1;23;6.94444E-05;1.14;bi170006fj 64w lipton;;
785;56;124;1;23;6.94444E-05;1.14;bi170006fj 64w lipton;;
786;56;124;1;23;6.94444E-05;1.14;bi170006fj 64w lipton;;
787;56;124;1;23;6.94444E-05;1.14;bi170006fj 64w lipton;;
788;40;112;1;23;8.33333E-05;1.14;dw0650175 8oz 1886 bonomi;;
789;40;112;1;23;6.94444E-05;1.14;dw0650175 8oz 1886 bonomi;;
790;15;35;0.75;7;5.55556E-05;1.14;mass. Coste di Cuma olio evo fronte;;
791;15;35;0.75;7;5.55556E-05;1.14;mass. Coste di Cuma olio evo fronte;;
792;15;35;0.75;7;5.55556E-05;1.14;mass. Coste di Cuma olio evo fronte;;
793;15;35;0.75;7;3.88889E-05;1.14;mass. Coste di Cuma olio evo fronte;;
794;14;35;0.75;7;3.88889E-05;1.14;mass. Coste di Cuma olio evo retro;;
795;14;35;0.75;7;6.94444E-05;1.14;mass. Coste di Cuma olio evo retro;;
796;14;35;0.75;7;5.55556E-05;1.14;mass. Coste di Cuma olio evo retro;;
797;14;35;0.75;7;4.44444E-05;1.14;mass. Coste di Cuma olio evo retro;;
798;15;32;0.75;7;5.55556E-05;1.14;don peppe fronte;;
799;15;32;0.75;7;6.94444E-05;1.14;don peppe fronte;;
800;15;32;0.75;7;5.55556E-05;1.14;don peppe fronte;;
801;15;32;0.75;7;5.55556E-05;1.14;don peppe fronte;;
802;15;32;0.75;7;5.55556E-05;1.14;don peppe fronte;;
803;14;35;0.75;7;5.55556E-05;1.14;primitivo retro;;
804;14;35;0.75;7;3.88889E-05;1.14;don peppe rosso retro;;
805;14;35;0.75;7;3.88889E-05;1.14;donnanna bianco retro;;
806;15;32;0.75;7;3.88889E-05;1.14;donnanna bianco fronte;;
807;15;32;0.75;7;4.44444E-05;1.14;donnanna bianco fronte;;
808;15;32;0.75;7;4.44444E-05;1.14;donnanna bianco fronte;;
809;14;33;0.75;7;4.44444E-05;1.14;colli di castel franci pendino rosie;;
810;14;33;0.75;7;4.44444E-05;1.14;colli di castel franci pendino rosie;;
811;14;33;0.75;7;5.55556E-05;1.14;altavalle;;
812;14;33;0.75;7;4.44444E-05;1.14;vadantico;;
813;14;33;0.75;7;4.44444E-05;1.14;gines;;
814;14;33;0.75;7;4.44444E-05;1.14;valicelli;;
815;14;33;0.75;7;4.44444E-05;1.14;grotte;;
816;13;35;0.75;7;4.44444E-05;1.14;esposito cantine misenensis falanghina;;
817;13;35;0.75;7;5.55556E-05;1.14;esposito cantine misenensis falanghina;;
818;13;35;0.75;7;5.55556E-05;1.14;punzo aglianico;;
819;14;15;0.75;5;5.55556E-05;2.84;posta time;;
820;34;60;0.75;5;5.55556E-05;2.84;ortofrutta;;
821;34;60;0.75;5;6.94444E-05;2.84;ortofrutta;;
822;18;63;0.75;5;6.94444E-05;2.84;a tutto sconto;;
823;18;63;0.75;5;5.55556E-05;2.84;a tutto sconto;;
824;27;63;0.75;5;5.55556E-05;2.84;a tutto sconto;;
825;27;63;0.75;5;5.55556E-05;2.84;a tutto sconto;;
826;13;63;0.5;5;5.55556E-05;2.84;ita supermercato;;
827;13;63;0.5;5;4.44444E-05;2.84;ita supermercato;;
828;22;63;0.5;5;4.44444E-05;2.84;ita supermercato;;
829;47;63;0.5;5;4.44444E-05;2.84;ita supermercato;;
830;47;63;0.5;5;4.44444E-05;2.84;ita supermercato;;
831;50;10;0.75;6;5.55556E-05;2.84;larizas;;
832;20;25;0.75;6;4.44444E-05;2.84;larizas;;
833;14;13;0.75;6;4.44444E-05;2.84;signore dei panini;;
834;14;13;0.75;6;5.55556E-05;2.84;signore dei panini;;
835;14;13;0.75;6;4.44444E-05;2.84;signore dei panini;;
836;14;13;0.75;6;5.55556E-05;2.84;signore dei panini;;
837;14;13;0.75;6;5.55556E-05;2.84;signore dei panini;;
838;25;8;0.75;6;5.55556E-05;2.84;grazie per averci scelto;;
839;16;28;0.75;6;5.55556E-05;2.84;indirizzi via leopardi;;
840;31;46;0.75;6;4.44444E-05;2.84;sara moda shoes;;
841;96;69;0.75;8;5.55556E-05;1.14;urban bags;;
842;12;35;0.75;8;4.44444E-05;1.14;tenuta capuano primo falanghina;;
843;12;35;0.75;8;5.55556E-05;1.14;tenuta capuano alos falanghina retro;;
844;14;35;0.75;8;4.44444E-05;1.14;tenuta capuano alos falanghina fronte;;
845;14;35;0.75;8;4.44444E-05;1.14;tenuta capuano alos falanghina fronte;;
846;14;35;0.75;8;4.44444E-05;1.14;tenuta capuano alos falanghina fronte;;
847;14;35;0.75;8;4.44444E-05;1.14;tenuta capuano alos falanghina fronte;;
848;13;32;0.75;8;5.55556E-05;1.14;villa regina muggi aglianico retro;;
849;13;32;0.75;8;5.55556E-05;1.14;villa reg falanghina retro;;
850;15;35;0.75;8;5.55556E-05;1.14;villa regina don gaspare rosso;;
851;15;35;0.75;8;5.55556E-05;1.14;villa regina don gaspare rosso;;
852;15;35;0.75;8;5.55556E-05;1.14;villa regina don gaspare rosso;;
853;15;35;0.75;8;5.55556E-05;1.14;villa regina don gaspare rosso;;
854;15;35;0.75;8;6.94444E-05;1.14;villa regina don gaspare rosso;;
855;15;35;0.75;8;6.94444E-05;1.14;villa regina don gaspare bianco;;
856;11;35;0.75;8;3.88889E-05;1.14;calise bianco retro;;
857;45;104;0.75;8;3.88889E-05;1.14;piaceri da mordere;;
858;45;104;0.75;8;5.55556E-05;1.14;piaceri da mordere;;
859;25;104;0.75;8;5.55556E-05;1.14;piaceri da mordere;;
860;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
861;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
862;56;124;1;72;4.44444E-05;1.14;b0760005fj 64w lipton ;;
863;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
864;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
865;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
866;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
867;56;124;1;72;3.88889E-05;1.14;b0760005fj 64w lipton ;;
868;56;124;1;72;3.88889E-05;1.14;b0760005fj 64w lipton ;;
869;56;124;1;72;5.55556E-05;1.14;b0760005fj 64w lipton ;;
870;25;24;0.75;7;5.55556E-05;2.84;plancia;;
871;60;32;0.75;7;4.44444E-05;2.84;plancia;;
872;60;32;0.75;7;4.44444E-05;2.84;plancia;;
873;37;61;0.75;7;4.44444E-05;2.84;macchietti raccolta differenziata;;
874;29;21;0.75;7;4.44444E-05;2.84;norrito panificio;;
875;29;15;0.75;7;5.55556E-05;2.84;norrito panificio;;
876;29;12;0.75;7;5.55556E-05;2.84;norrito panificio;;
877;16;41;0.75;7;4.44444E-05;2.84;open light caffe;;
878;14;16;0.75;7;4.44444E-05;2.84;riva baieri;;
879;18;20;0.75;7;4.44444E-05;2.84;riva baieri;;
880;110;37;0.75;7;4.44444E-05;2.84;vanilla bottega gelato;;
881;101;37;0.75;7;5.55556E-05;2.84;vanilla bottega gelato;;
882;11;106;0.75;7;6.94444E-05;2.84;vanilla bottega gelato;;
883;14;13;0.75;6;6.94444E-05;2.84;vip coiffeur;;
884;14;13;0.75;6;6.94444E-05;2.84;vip coiffeur;;
885;14;13;0.75;6;5.55556E-05;2.84;vip coiffeur;;
886;14;13;0.75;6;4.44444E-05;2.84;vip coiffeur;;
887;14;13;0.75;6;4.44444E-05;2.84;pub lo sfizio;;
888;31;19;0.75;6;4.44444E-05;2.84;caputo sacco;;
889;24;55;0.75;6;4.44444E-05;2.84;mozzapp fronte;;
890;26;55;0.75;6;5.55556E-05;2.84;mozzapp fronte;;
891;26;55;0.75;6;6.94444E-05;2.84;mozzapp retro;;
892;34;31;0.75;4;6.94444E-05;2.54;zodiaco;;
893;34;31;0.75;4;6.94444E-05;2.54;zodiaco;;
894;77;48;0.75;4;6.94444E-05;2.54;impalpabile;;
895;77;48;0.75;4;6.94444E-05;2.54;impalpabile;;
896;48;96;0.75;4;8.33333E-05;2.54;dimagraf;;
897;48;96;0.75;4;6.94444E-05;2.54;dimagraf;;
898;48;96;0.75;4;8.33333E-05;2.54;dimagraf;;
899;16;17;0.75;6;8.33333E-05;2.84;panificio f.lli cioce;;
900;10;17;0.75;6;8.33333E-05;2.84;panificio f.lli cioce;;
901;12;13;0.75;6;6.94444E-05;2.84;panificio f.lli cioce;;
902;9;13;0.75;6;8.33333E-05;2.84;panificio f.lli cioce;;
903;28;100;0.75;6;6.94444E-05;2.84;i sapori del mare;;
904;25;79;0.75;6;6.94444E-05;2.84;gastronomia catalano;;
905;10;15;0.75;6;3.88889E-05;2.84;telefoni;;
906;14;26;0.75;6;6.94444E-05;2.84;damiano sacc piccolo;;
907;19;17;0.75;6;6.94444E-05;2.84;damiano sacc grande;;
908;24;60;0.75;6;6.94444E-05;2.84;damiano carta;;
909;23;60;0.75;6;5.55556E-05;2.84;meat temptation;;
910;26;65;0.75;6;6.94444E-05;2.84;market liv e dn;;
911;9;29;0.75;6;5.55556E-05;2.84;superconvenienza;;
912;15;29;0.75;6;6.94444E-05;2.84;superconvenienza;;
913;19;29;0.75;6;5.55556E-05;2.84;superconvenienza;;
914;18;17;0.75;6;2.77778E-05;2.84;tri;;
915;18;17;0.75;6;5.55556E-05;2.84;tri;;
916;25;102;0.75;6;8.33333E-05;2.84;golino carta;;
917;25;102;0.75;6;5.55556E-05;2.84;golino carta;;
918;24;32;0.75;6;8.33333E-05;2.84;la golosa fronte;;
919;15;32;0.75;6;6.94444E-05;2.84;la golosa fronte;;
920;15;32;0.75;6;6.94444E-05;2.84;la golosa fronte;;
921;24;27;0.75;6;6.94444E-05;2.84;la golosa fronte;;
922;24;27;0.75;6;3.88889E-05;2.84;la golosa fronte;;
923;6;27;0.75;6;8.33333E-05;2.84;la golosa fronte;;
924;14;32;0.75;6;8.33333E-05;2.84;la golosa retro;;
925;36;28;0.75;6;8.33333E-05;2.84;la golosa retro;;
926;25;37;0.75;6;8.33333E-05;2.84;schiavone;;
927;48;78;1;6;8.33333E-05;1.7;rojto 3oz;;
928;41;68;1;6;8.33333E-05;1.7;caffe cappuccino 9oz;;
929;41;68;1;6;8.33333E-05;1.7;caffe cappuccino 9oz;;
930;41;68;1;6;6.94444E-05;1.7;caffe cappuccino 9oz;;
931;48;78;1;6;6.94444E-05;1.7;caffe cappuccino 3oz;;
932;48;78;1;6;6.94444E-05;1.7;caffe cappuccino 3oz;;
933;48;78;1;6;3.88889E-05;1.7;caffe cappuccino 3oz;;
934;48;78;1;6;8.33333E-05;1.7;caffe cappuccino 3oz;;
935;41;68;1;6;6.94444E-05;1.7;di giampaolo 9oz;;
936;41;68;1;6;6.94444E-05;1.7;di giampaolo 9oz;;
937;41;68;1;6;6.94444E-05;1.7;di giampaolo 9oz;;
938;48;78;1;6;6.94444E-05;1.7;di giampaolo 3oz;;
939;48;78;1;6;5.55556E-05;1.7;di giampaolo 3oz;;
940;48;78;1;6;3.88889E-05;1.7;di giampaolo 3oz;;
941;30;25;1;6;8.33333E-05;1.7;kowax;;
;;;;;8.33333E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;6.94444E-05;;;;
;;;;;6.94444E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;5.55556E-05;;;;
;;;;;8.33333E-05;;;;
